BEZEICHNUNG,STR_SCHL,GEMEINDE_KENNUNG,ID,KENNUNG,mw,benannt nach,URL
Haselnussweg,02862,8421000,1748,STR,,,
Hasenbühlweg,02866,8421000,1391,STR,,,
Hasensteige,02873,8421000,797,STR,,,
Haslacher Steig,02880,8421000,1756,STR,,,
Haslacher Straße,02884,8421000,1373,STR,,,
Haslacher Weg,02886,8421000,484,STR,,,
Haßlerstraße,02899,8421000,404,STR,?,,
Hauffstraße,02912,8421000,158,STR,m,,https://de.wikipedia.org/wiki/Wilhelm_Hauff
Hauptbahnhof,02925,8421000,524,STR,,,
Hauptstraße,02938,8421000,863,STR,,,
Hechtweg,02948,8421000,1331,STR,,,
Heckenbühl,02951,8421000,295,STR,,,
Heidelbeerweg,02964,8421000,727,STR,,,
Heidenheimer Straße,02977,8421000,196,STR,,,
Heigeleshof,02990,8421000,52,STR,,,
Heilmeyersteige,02997,8421000,715,STR,m,,https://de.wikipedia.org/wiki/Ludwig_Heilmeyer
Heimstättenstraße,03003,8421000,362,STR,,,
Heimstraße,03016,8421000,121,STR,m,,https://de.wikipedia.org/wiki/Karl_von_Heim
Heinestraße,03022,8421000,1306,STR,m,,https://de.wikipedia.org/wiki/Heinrich_Heine
Heinrichstraße,03042,8421000,426,STR,?,,
Heinz-Brenner-Weg,03048,8421000,1805,STR,m,,https://de.wikipedia.org/wiki/Heinz_Brenner
Heinz-Feuchter-Weg,03050,8421000,1806,STR,m,,
Helfensteinweg,03055,8421000,251,STR,,,
Helmholtzstraße,03060,8421000,302,STR,m,,https://de.wikipedia.org/wiki/Hermann_von_Helmholtz
Henkersgraben,03068,8421000,45,STR,,,
Herbert-von-Karajan-Platz,03075,8421000,144,STR,m,,https://de.wikipedia.org/wiki/Herbert_von_Karajan
Herdbruckerstraße,03081,8421000,9,STR,,,
Herderweg,03087,8421000,1386,STR,m,,https://de.wikipedia.org/wiki/Johann_Gottfried_Herder
Hermann-Hesse-Weg,03090,8421000,1388,STR,m,,https://de.wikipedia.org/wiki/Hermann_Hesse
Hermann-Köhl-Weg,03092,8421000,1739,STR,m,,https://de.wikipedia.org/wiki/Hermann_K%C3%B6hl
Hermann-Stehr-Weg,03094,8421000,568,STR,m,,https://de.wikipedia.org/wiki/Hermann_Stehr
Hermann-Wild-Weg,03103,8421000,831,STR,m,,
Hermannstraße,03107,8421000,423,STR,?,,
Herrenkellergasse,03120,8421000,75,STR,,,
Herrenweg,03124,8421000,1749,STR,,,
Herrlinger Straße,03133,8421000,676,STR,,,
Heusteige,03140,8421000,652,STR,,,
Heuweg,03146,8421000,593,STR,,,
Heinrich-Herrenberger-Straße,03150,8421000,192,STR,m,,
Hildegard-Knef-Platz,03156,8421000,1736,STR,w,"<strong>Hildegard Knef</strong>, 1925–2002, in Ulm geborene Schauspielerin",https://de.wikipedia.org/wiki/Hildegard_Knef
Himbeerweg,03159,8421000,728,STR,,,
Himmelgasse,03172,8421000,42,STR,,,
Himmelweiler,03174,8421000,1553,STR,,,
Himmelweilerweg,03177,8421000,1545,STR,,,
Hindenburgring,03185,8421000,515,STR,m,,https://de.wikipedia.org/wiki/Paul_von_Hindenburg
Hinter dem Berg,03195,8421000,642,STR,,,
Hinter dem Brot,03198,8421000,94,STR,,,
Hinter der Mauer,03211,8421000,681,STR,,,
Hintere Rebengasse,03224,8421000,87,STR,,,
Hinterer Gartenweg,03226,8421000,905,STR,,,
Hirschbadgasse,03237,8421000,85,STR,,,
Hirschstraße,03250,8421000,48,STR,,,
Hirtenweg,03263,8421000,626,STR,,,
Höhenblick,03267,8421000,1213,STR,,,
Hölderlinweg,03268,8421000,1392,STR,m,,https://de.wikipedia.org/wiki/Friedrich_H%C3%B6lderlin
Hörvelsinger Weg,03272,8421000,219,STR,,,
Hofäckerweg,03276,8421000,487,STR,,,
Hofstraße,03289,8421000,695,STR,,,
Hofweg,03291,8421000,1217,STR,,,
Hoheschulgasse,03302,8421000,98,STR,,,
Hohe Steige,03306,8421000,1750,STR,,,
Hohnerstraße,03315,8421000,594,STR,,,
Holdergärten,03322,8421000,1595,STR,,,
Holderweg,03328,8421000,706,STR,,,
Holzäcker,03338,8421000,1815,STR,,,
Holzgasse,03340,8421000,1559,STR,,,
Holzstraße,03341,8421000,203,STR,,,
Hopfengasse,03350,8421000,1339,STR,,,
Hornistengasse,03354,8421000,366,STR,,,
Hubenbühl,03367,8421000,297,STR,,,
Hugo-Roller-Weg,03372,8421000,437,STR,m,,https://de.wikipedia.org/wiki/Hugo_Roller
Hülenweg,03373,8421000,1365,STR,,,
Humlanger Straße,03374,8421000,973,STR,,,
Hummelsried,03375,8421000,1078,STR,,,
Hummelsriedweg,03376,8421000,1059,STR,,,
Illerblickweg,03380,8421000,1682,STR,,,
Illerkirchberger Straße,03388,8421000,978,STR,,,
Illerstraße,03393,8421000,413,STR,,,
Ilpertshau,03396,8421000,1278,STR,,,
Im Außenbereich,03400,8421000,1683,STR,,,
Im Baindtle,03406,8421000,684,STR,,,
Im Gässele,03409,8421000,1638,STR,,,
Im Greut,03411,8421000,975,STR,,,
Im Grünen Winkel,03419,8421000,569,STR,,,
Im Grund,03432,8421000,927,STR,,,
Im Lehrer Feld,03433,8421000,1521,STR,,,
Im Öschle,03435,8421000,1233,STR,,,
Im Stocket,03440,8421000,1429,STR,,,
Im Trieb,03445,8421000,958,STR,,,
Im Wiblinger Hart,03447,8421000,969,STR,,,
Im Winkel,03450,8421000,1239,STR,,,
Im Zeitlett,03454,8421000,1381,STR,,,
In der Hege,03458,8421000,869,STR,,,
In der Höll,03471,8421000,114,STR,,,
In der Wanne,03484,8421000,331,STR,,,
Industriestraße,03490,8421000,1541,STR,,,
Innere Wallstraße,03497,8421000,163,STR,,,
Irisweg,03503,8421000,1345,STR,?,,
Irrgängle,03510,8421000,71,STR,,,
Isnyer Straße,03515,8421000,965,STR,,,
Jägerstraße,03523,8421000,678,STR,,,
Jägerweg,03536,8421000,903,STR,,,
Jahnstraße,03549,8421000,545,STR,m?,,https://de.wikipedia.org/wiki/Friedrich_Ludwig_Jahn
Jahnweg,03552,8421000,1625,STR,,,
James-Fitzmaurice-Weg,03555,8421000,1740,STR,m,,https://de.wikipedia.org/wiki/James_Fitzmaurice
James-Franck-Ring,03557,8421000,308,STR,m,,https://de.wikipedia.org/wiki/James_Franck
Januarius-Zick-Straße,03562,8421000,893,STR,m,,https://de.wikipedia.org/wiki/Januarius_Zick
Jauchertweg,03575,8421000,821,STR,,,
Jerg-Wieland-Straße,03582,8421000,1542,STR,m,,
Jörg-Stocker-Weg,03586,8421000,788,STR,m,,https://de.wikipedia.org/wiki/J%C3%B6rg_Stocker
Jörg-Syrlin-Straße,03588,8421000,780,STR,m,,https://de.wikipedia.org/wiki/J%C3%B6rg_Syrlin
Johannesstraße,03599,8421000,750,STR,?,,
Johannes-Weißer-Weg,03602,8421000,830,STR,m,,
Johann-Miller-Straße,03603,8421000,1383,STR,m,,
Johannes-Mynsinger-Weg,03604,8421000,838,STR,m,,
Johannes-Palm-Straße,03605,8421000,935,STR,m,,https://de.wikipedia.org/wiki/Johannes_Palm
Johann-Stockar-Weg,03624,8421000,710,STR,m,,
Johann-Strauß-Weg,03627,8421000,202,STR,m,,https://de.wikipedia.org/wiki/Johann_Strauss
Jonathan-Stark-Weg,03633,8421000,1807,STR,m,,
Judenhof,03640,8421000,23,STR,,,
Julius-Leber-Weg,03653,8421000,521,STR,m,,
Junginger Straße,03667,8421000,287,STR,,,
Juraweg,03668,8421000,1298,STR,,,
Kässbohrerstraße,03670,8421000,351,STR,m,,
Käthe-Kollwitz-Weg,03671,8421000,834,STR,w,"<strong>Käthe Kollwitz</strong>, 1867–1945, Künstlerin",https://de.wikipedia.org/wiki/K%C3%A4the_Kollwitz
Kalköfele,03673,8421000,1074,STR,,,
Kammachergasse,03679,8421000,89,STR,,,
Kapellenberg,03685,8421000,1097,STR,,,
Kapellengasse,03692,8421000,685,STR,,,
Kapellenstraße,03705,8421000,906,STR,,,
Kargweg,03718,8421000,428,STR,,,
Karl-Schefold-Straße,03731,8421000,139,STR,m,,
Karlsplatz,03744,8421000,141,STR,m,,
Karlstraße,03757,8421000,170,STR,m,,
Karpfengasse,03770,8421000,57,STR,,,
Katharinenberg,03783,8421000,18,STR,w,"<strong>Katharina Pawlowna Romanowna</strong>, 1788–1819, Großfürstin von Russland (1788-1819) und Königin von Württemberg (1816-1819)",https://de.wikipedia.org/wiki/Katharina_Pawlowna
Katharinenstraße,03786,8421000,1152,STR,w,"<strong>Katharina von Alexandrien</strong>, um 300 u.Z., im Christentum als Heilige verehrt",https://de.wikipedia.org/wiki/Katharina_von_Alexandrien
Kauteräckerweg,03796,8421000,804,STR,,,
Kellerhalde,03809,8421000,760,STR,,,
Keltergasse,03822,8421000,53,STR,,,
Kelternweg,03835,8421000,714,STR,,,
Kemptener Straße,03839,8421000,962,STR,,,
Keplerstraße,03848,8421000,136,STR,,,
Kernerstraße,03861,8421000,179,STR,,,
Kesselbronn,03865,8421000,1480,STR,,,
Kiechelweg,03874,8421000,416,STR,,,
Kiefernweg,03880,8421000,1382,STR,,,
Kienlesbergstraße,03887,8421000,168,STR,,,
Kiesentalstraße,03892,8421000,1563,STR,,,
Kirchberger Straße,03893,8421000,1299,STR,,,
Kirchenweg,03895,8421000,1560,STR,,,
Kirchgasse,03896,8421000,1622,STR,,,
Kirchplatz,03900,8421000,358,STR,,,
Kirchstraße,03913,8421000,618,STR,,,
Kleinknechtweg,03921,8421000,613,STR,,,
Kleiststraße,03926,8421000,166,STR,,,
Klingensteiner Straße,03939,8421000,677,STR,,,
Klosterhof,03952,8421000,679,STR,,,
Klosterstraße,03965,8421000,751,STR,,,
Köllestraße,03978,8421000,443,STR,,,
Königstraße,03991,8421000,359,STR,,,
Königswiesenweg,04004,8421000,570,STR,,,
König-Wilhelm-Straße,04017,8421000,210,STR,m,(x),
Köpfingergasse,04030,8421000,68,STR,m,,
Kohlgasse,04043,8421000,90,STR,,,
Konrad-Huber-Straße,04050,8421000,1310,STR,m,,
Konrad-Zuse-Straße,04051,8421000,1822,STR,m,,
Korallenweg,04053,8421000,1297,STR,,,
Kornhausgasse,04056,8421000,101,STR,,,
Kornhausplatz,04069,8421000,95,STR,,,
Krafftstraße,04082,8421000,1684,STR,m,,
Kramgasse,04095,8421000,29,STR,,,
Krankenhausweg,04108,8421000,228,STR,,,
Krausstraße,04121,8421000,808,STR,,,
Krautgärten,04128,8421000,1112,STR,,,
Krebsgasse,04134,8421000,76,STR,,,
Kreuzhalde,04138,8421000,1596,STR,,,
Kronengasse,04147,8421000,38,STR,,,
Krugtalplatz,04150,8421000,1762,STR,,,
Krummbögle,04153,8421000,1555,STR,,,
Krumme Halde,04155,8421000,1374,STR,,,
Küfergasse,04160,8421000,92,STR,,,
Kugelbergweg,04170,8421000,1547,STR,,,
Kuhbergring,04172,8421000,641,STR,,,
Kuhbergstraße,04173,8421000,361,STR,,,
Kurt-Schumacher-Ring,04183,8421000,447,STR,m,,
Kurze Lemppen,04188,8421000,837,STR,,,
Kurze Straße,04199,8421000,145,STR,,,
Kutschenberg,04212,8421000,870,STR,,,
Lachhaustraße,04214,8421000,1148,STR,,,
Lämmerbergweg,04219,8421000,1562,STR,,,
Lämmerweg,04222,8421000,1208,STR,,,
Landfriedbühl,04225,8421000,549,STR,,,
Lange Lemppen,04226,8421000,827,STR,,,
Langer Weg,04227,8421000,1307,STR,,,
Lauhstraße,04234,8421000,1053,STR,,,
Laupheimer Straße,04238,8421000,931,STR,,,
Lautenberg,04251,8421000,86,STR,,,
Lautengasse,04264,8421000,47,STR,,,
Lehle,04272,8421000,270,STR,,,
Lehnerweg,04277,8421000,822,STR,,,
Lehrer-Steig-Weg,04285,8421000,1544,STR,,,
Lehrer Straße,04287,8421000,1431,STR,,,
Lehrer Tal,04288,8421000,298,STR,,,
Lehrer-Tal-Weg,04290,8421000,291,STR,,,
Leimgrubenweg,04303,8421000,247,STR,,,
Lenauweg,04316,8421000,329,STR,,,
Leonberger Weg,04329,8421000,784,STR,,,
Lerchenfeldhof,04333,8421000,1685,STR,,,
Lerchenfeldstraße,04334,8421000,1513,STR,,,
Lerchengartenweg,04335,8421000,1367,STR,,,
Lerchenstraße,04342,8421000,544,STR,,,
Leubeweg,04355,8421000,405,STR,,,
Leutkircher Straße,04364,8421000,964,STR,,,
Lichtensteinstraße,04368,8421000,182,STR,,,
Liebigstraße,04371,8421000,1539,STR,,,
Ligusterweg,04372,8421000,1751,STR,,,
Lindauer Straße,04373,8421000,960,STR,,,
Lindensteig,04374,8421000,1600,STR,,,
Lindenhöhe,04375,8421000,1768,STR,,,
Lindenstraße,04381,8421000,345,STR,,,
Lindenweg,04383,8421000,1427,STR,,,
Lise-Meitner-Straße,04390,8421000,588,STR,w,"<strong>Lise Meitner</strong>, 1878–1968, österreicherische Kernphysikerin, die zusammen mit Otto Hahn und Fritz Straßmann die Kernspaltung entdeckte.",https://de.wikipedia.org/wiki/Lise_Meitner
Liststraße,04394,8421000,595,STR,m,,
Lochäckerweg,04407,8421000,948,STR,,,
Lochenweg,04420,8421000,253,STR,,,
Löfflerstraße,04433,8421000,501,STR,m,,
Logauweg,04446,8421000,565,STR,,,
Loherstraße,04448,8421000,1487,STR,,,
Lonestraße,04452,8421000,1390,STR,,,
Loschweg,04459,8421000,637,STR,,,
Ludwig-Beck-Straße,04472,8421000,481,STR,m,,
Lukasstraße,04485,8421000,752,STR,m,,
Lustgartenweg,04498,8421000,859,STR,,,
Mähringer Straße,04505,8421000,1486,STR,,,
Mähringer Weg,04511,8421000,304,STR,,,
Märchenweg,04524,8421000,445,STR,,,
Märzenbecherweg,04526,8421000,1760,STR,,,
Magirus-Deutz-Straße,04528,8421000,1781,STR,,,
Magirushof,04530,8421000,157,STR,m,,
Magirusstraße,04537,8421000,342,STR,m,,
Maienweg,04550,8421000,779,STR,,,
Manfred-Börner-Straße,04555,8421000,1811,STR,m,,
Marchtalerstraße,04563,8421000,206,STR,,,
Margarete-Steiff-Straße,04566,8421000,1790,STR,w,"<strong>Margarete Steiff</strong>, 1847–1909, Gründerin der Spielwarenfabrik Steiff",https://de.wikipedia.org/wiki/Margarete_Steiff
Margarethe-von-Wrangell-Weg,04567,8421000,716,STR,w,"<strong>Margarethe von Wrangell</strong>, 1877–1932, erste ordentliche Professorin in Deutschland",https://de.wikipedia.org/wiki/Margarete_von_Wrangell
Maria-Bosch-Straße,04570,8421000,1794,STR,w,"<strong>Maria Margaretha Bosch</strong>, 1818–1898, Tochter des Adlerwirts in Jungingen, Mutter u.A. von August Robert Bosch, dem Gründer der Bosch GmbH",
Marienstraße,04571,8421000,1101,STR,w,,
Marie-Goeppert-Mayer-Straße,04572,8421000,1819,STR,w,,
Maria-Görlin-Straße,04573,8421000,1823,STR,w,,
Mariusweg,04574,8421000,1531,STR,m,,
Markbronner Weg,04576,8421000,451,STR,,,
Marktplatz,04589,8421000,10,STR,,,
Markusstraße,04602,8421000,748,STR,m,,
Marner-Walk-Straße,04615,8421000,164,STR,m,,
Martinstraße,04628,8421000,160,STR,m,,
Martinusweg,04633,8421000,1629,STR,m,,
Martin-Zeiller-Weg,04635,8421000,656,STR,m,,
Mathildenstraße,04641,8421000,230,STR,w,"<strong>Mathilde Wieland</strong>, 1838–1920, von 1873–1887 Alleininhaberin der Wielandwerke",http://www.dhm.de/archiv/ausstellungen/gruenderzeit/biografien/wieland_philipp_jakob_und_mathilde.html
Maurerweg,04654,8421000,811,STR,,,
Max-Born-Straße,04664,8421000,1818,STR,m,,
Maybachstraße,04667,8421000,592,STR,m,,
Mecklenburgweg,04680,8421000,538,STR,,,
Meersburger Straße,04684,8421000,1799,STR,,,
Meichsnerweg,04689,8421000,782,STR,m,,
Meinlohstraße,04693,8421000,755,STR,m,,
Meinradweg,04700,8421000,1661,STR,m,,
Mendelstraße,04702,8421000,1538,STR,m,,
Mergelgrube,04703,8421000,1795,STR,,,
Mergelweg,04704,8421000,1063,STR,,,
Merianweg,04705,8421000,711,STR,w,"<strong>Maria Sibylla Merian</strong>, 1647–1717, Naturforscherin und Künstlerin",https://de.wikipedia.org/wiki/Maria_Sibylla_Merian
Merzigweg,04706,8421000,581,STR,,,
Messelsteinweg,04719,8421000,508,STR,,,
Mettlachweg,04732,8421000,580,STR,,,
Metzgergasse,04745,8421000,56,STR,,,
Meyerhofstraße,04747,8421000,309,STR,?,,
Michel-Erhart-Weg,04750,8421000,832,STR,m,,
Michelsbergstraße,04758,8421000,173,STR,,,
Mittelfeld,04763,8421000,1582,STR,,,
Mittelweg,04765,8421000,1308,STR,,,
Mittlerer Kuhberg,04771,8421000,431,STR,,,
Mockweg,04784,8421000,890,STR,m,,
Mönchshalde,04790,8421000,1264,STR,,,
Mörikestraße,04797,8421000,167,STR,m,,
Mohrengasse,04810,8421000,43,STR,,x,
Molasseweg,04817,8421000,1064,STR,,,
Moltkestraße,04823,8421000,363,STR,m,,
Mozartstraße,04836,8421000,175,STR,m,,
Mühlbachstraße,04845,8421000,1057,STR,,,
Mühlengasse,04849,8421000,82,STR,,,
Mühlsteige,04862,8421000,171,STR,,,
Mühlstraße,04875,8421000,696,STR,,,
Münchner Straße,04888,8421000,112,STR,,,
Münsterplatz,04901,8421000,19,STR,,,
Multscherstraße,04914,8421000,583,STR,m,,
Mummelweg,04917,8421000,1358,STR,?,,
Muskatellerweg,04927,8421000,559,STR,,,
Mutzenlauher,04935,8421000,1460,STR,,,
Nadelbaumäcker,04937,8421000,1082,STR,,,
Nagelstraße,04940,8421000,221,STR,?,,
Nauweg,04946,8421000,1389,STR,,,
Neithardtstraße,04953,8421000,135,STR,?,,
Neubronnerweg,04966,8421000,420,STR,?,,
Neue Gasse,04979,8421000,691,STR,,,
Neuer Graben,04992,8421000,66,STR,,,
Neue Straße,05005,8421000,4,STR,,,
Neunkirchenweg,05018,8421000,441,STR,,,
Neutorstraße,05031,8421000,143,STR,,,
Nicolaus-Otto-Straße,05038,8421000,468,STR,m,,
Niederländerhofstraße,05044,8421000,231,STR,,,
Nüblingweg,05070,8421000,386,STR,m,,
Oberberghof,05076,8421000,315,STR,,,
Obere Bleiche,05083,8421000,339,STR,,,
Oberer Eselsberg,05090,8421000,313,STR,,,
Oberer Hasenkopfweg,05096,8421000,324,STR,,,
Oberer Kuhberg,05098,8421000,444,STR,,,
Oberer Riedhof,05101,8421000,1686,STR,,,
Oberes Braunland,05103,8421000,256,STR,,,
Oberhaslach,05106,8421000,1484,STR,,,
Oberländerweg,05108,8421000,1797,STR,,,
Obertalfingen,05109,8421000,1687,STR,,,
Obertalfinger Weg,05122,8421000,267,STR,,,
Ochsengässle,05135,8421000,8,STR,,,
Ochsengasse,05148,8421000,694,STR,,,
Ochsensteige,05161,8421000,318,STR,,,
Örlingen,05174,8421000,272,STR,,,
Örlinger Straße,05187,8421000,224,STR,,,
Örlinger-Tal-Weg,05200,8421000,245,STR,,,
Öschweg,05213,8421000,957,STR,,,
Öschwende,05216,8421000,1536,STR,,,
Olgaplatz,05226,8421000,132,STR,w,"<strong>Olga Nikolajewna Romanowa</strong>, 1822–1892, Königin von Württemberg",https://de.wikipedia.org/wiki/Olga_Nikolajewna_Romanowa_(1822%E2%80%931892)
Olgastraße,05239,8421000,81,STR,w,"<strong>Olga Nikolajewna Romanowa</strong>, 1822–1892, Königin von Württemberg",https://de.wikipedia.org/wiki/Olga_Nikolajewna_Romanowa_(1822%E2%80%931892)
Ortsstraße,05245,8421000,1228,STR,,,
Ostermahdweg,05252,8421000,895,STR,,,
Ostplatz,05265,8421000,1688,STR,,,
Ostpreußenweg,05278,8421000,541,STR,,,
Otl-Aicher-Allee,05288,8421000,1808,STR,m,,
Ottiliengasse,05291,8421000,687,STR,w,"<strong>Ottilie Kittelmann</strong>, 1867–1945, Tochter des Bauwerkmeisters (und damaligen Eigentümers der Straße) Karl Frey in Söflingen",
Otto-Elsässer-Weg,05296,8421000,763,STR,m,,
Otto-Lilienthal-Weg,05300,8421000,1741,STR,m,,
Ottweilerweg,05304,8421000,572,STR,?,,
Panoramastraße,05310,8421000,1240,STR,,,
Pappelauer Weg,05317,8421000,457,STR,,,
Paradiesgasse,05330,8421000,36,STR,,,
Parkstraße,05343,8421000,214,STR,,,
Parlerstraße,05356,8421000,516,STR,m,,
Paukengasse,05369,8421000,369,STR,,,
Personenbahnhof,05382,8421000,525,STR,,,
Peter-Ury-Weg,05390,8421000,1809,STR,m,,
Pfaffenäcker,05405,8421000,730,STR,,,
Pfahläckerweg,05409,8421000,1758,STR,,,
Pfarrer-Höfflinger-Straße,05414,8421000,982,STR,m,,
Pfarrer-Schultes-Weg,05421,8421000,410,STR,m,,
Pfarrer-Weiß-Weg,05430,8421000,700,STR,m,,
Pfarrer-Weser-Straße,05434,8421000,807,STR,m,,
Pfauengasse,05447,8421000,83,STR,,,
Pfefflinger Straße,05460,8421000,129,STR,,,
Pfeifenmachergasse,05473,8421000,812,STR,,,
Pfeifergasse,05486,8421000,370,STR,,,
Pfennigholzweg,05492,8421000,980,STR,,,
Pfluggasse,05499,8421000,64,STR,,,
Pfullendorfer Straße,05508,8421000,953,STR,,,
Pionierstraße,05512,8421000,498,STR,,,
Plapperäcker,05525,8421000,723,STR,,,
Platzgasse,05538,8421000,77,STR,,,
Platzmahd,05551,8421000,877,STR,,,
Pommernweg,05564,8421000,540,STR,,,
Poppenreuteweg,05577,8421000,532,STR,,,
Postgasse,05603,8421000,37,STR,,,
Pranger,05616,8421000,862,STR,,,
Preiselbeerweg,05629,8421000,724,STR,,,
Presselweg,05642,8421000,402,STR,,,
Primelweg,05645,8421000,1341,STR,,,
Prittwitzstraße,05655,8421000,197,STR,m,,https://de.wikipedia.org/wiki/Moritz_Karl_Ernst_von_Prittwitz
Profosengasse,05668,8421000,12,STR,,,
Promenade,05681,8421000,148,STR,,,
Quarzweg,05685,8421000,1065,STR,,,
Quellenweg,05688,8421000,1618,STR,,,
Quendelweg,05690,8421000,1216,STR,m,,
Rabengasse,05694,8421000,91,STR,,,
Radgasse,05707,8421000,103,STR,,,
Raiffeisenstraße,05714,8421000,926,STR,m,,
Rappenstraße,05718,8421000,1145,STR,,,
Rapunzelweg,05720,8421000,577,STR,?,,
Ratgebweg,05726,8421000,1532,STR,?,,
Rathausstraße,05733,8421000,620,STR,,,
Rathausweg,05734,8421000,1561,STR,,,
Ravensburger Straße,05735,8421000,955,STR,,,
Rebengasse,05746,8421000,88,STR,,,
Rechbergweg,05759,8421000,250,STR,,,
Regerweg,05772,8421000,207,STR,m?,,
Rehweg,05785,8421000,801,STR,,,
Reichardweg,05798,8421000,385,STR,?,?,
Reichenauer Straße,05809,8421000,1543,STR,,?,
Reichenauer Weg,05811,8421000,395,STR,,?,
Renetteweg,05823,8421000,1733,STR,?,,
Reitergasse,05824,8421000,373,STR,,,
Rennenbachweg,05825,8421000,1006,STR,?,,
Reschweg,05826,8421000,1502,STR,,,
Resi-Weglein-Gasse,05827,8421000,555,STR,w,"<strong>Resi Weglein</strong>, 1894–1977, Unternehmergattin in Ulm, die im KZ Theresienstadt interniert als Krankenschwester tätig war",https://de.wikipedia.org/wiki/Resi_Weglein
Reutebergstraße,05828,8421000,1295,STR,,,
Reutlinger Straße,05830,8421000,951,STR,,,
Riedleinweg,05832,8421000,586,STR,?,,
Riedlenstraße,05834,8421000,1022,STR,?,,
Riedweg,05837,8421000,747,STR,,,
Riedwiesenweg,05850,8421000,819,STR,,,
Riemenschneiderweg,05858,8421000,1533,STR,,,
Rieslingweg,05863,8421000,563,STR,,,
Ringinger Straße,05869,8421000,1093,STR,,,
Ringstraße,05872,8421000,1537,STR,,,
Ristberg,05873,8421000,1116,STR,,,
Römerhof,05874,8421000,1689,STR,,,
Römerplatz,05876,8421000,1690,STR,,,
Robert-Dick-Weg,05878,8421000,556,STR,m,,
Robert-Koch-Straße,05880,8421000,310,STR,m,,
Römerstraße,05889,8421000,388,STR,,,
Rößenäckerweg,05891,8421000,1103,STR,,,
Rötelbachstraße,05895,8421000,1214,STR,,,
Rohrweg,05900,8421000,1357,STR,,,
Rollinweg,05905,8421000,1054,STR,,,
Romanweg,05908,8421000,1784,STR,,,
Rosengasse,05915,8421000,99,STR,,,
Rosensteinweg,05928,8421000,509,STR,,,
Rosenweg,05931,8421000,1394,STR,,,
Rote-Wand-Straße,05941,8421000,884,STR,,,
Rothstraße,05954,8421000,191,STR,,,
Rotkäppchenweg,05967,8421000,578,STR,,,
