BEZEICHNUNG,STR_SCHL,GEMEINDE_KENNUNG,ID,KENNUNG,mw,benannt nach,URL
Rudolf-Ludwig-Mössbauer-Straße,05970,8421000,1820,STR,m,,
Rudolfstraße,05971,8421000,809,STR,m,,
Rührweg,05974,8421000,1493,STR,,,
Ruhetal,05993,8421000,293,STR,,,
Ruländerweg,06006,8421000,584,STR,,,
Rußstraße,06019,8421000,229,STR,,,
Rychartweg,06024,8421000,719,STR,m,,
Saarlandstraße,06032,8421000,438,STR,,,
Sachsenweg,06045,8421000,536,STR,,,
Sägefeldweg,06058,8421000,891,STR,,,
Säntisstraße,06071,8421000,180,STR,,,
Safranberg,06084,8421000,237,STR,,,
Salemer Weg,06090,8421000,1369,STR,,,
Salenhauweg,06093,8421000,1062,STR,,,
Salenweg,06097,8421000,621,STR,,,
Salzstadelgasse,06110,8421000,73,STR,,,
Samlandstraße,06118,8421000,1086,STR,,,
Sammlungsgasse,06123,8421000,96,STR,ff,<strong>Ulmer Sammlung</strong>,
Sanddornweg,06126,8421000,1170,STR,,,
Sandweg,06128,8421000,1153,STR,,,
St. Moritz,06166,8421000,1471,STR,,,
Sattlergasse,06175,8421000,69,STR,,,
Saulgauer Straße,06178,8421000,922,STR,,,
Schadstraße,06188,8421000,421,STR,?,,
Schaffelkingen,06195,8421000,1286,STR,,,
Schaffelkinger Weg,06201,8421000,454,STR,,,
Schaffnerstraße,06214,8421000,134,STR,,,
Schammental,06220,8421000,1568,STR,,,
Schanzgrubenweg,06227,8421000,766,STR,,,
Scharnhorststraße,06240,8421000,376,STR,,,
Schatzäcker,06243,8421000,1512,STR,,,
Schatzäckerweg,06245,8421000,1554,STR,,,
Scheffeltgasse,06253,8421000,352,STR,,,
Schelergasse,06266,8421000,7,STR,?,,
Schellenbühlweg,06273,8421000,1045,STR,,,
Schellingstraße,06279,8421000,403,STR,?,,
Schermarweg,06292,8421000,424,STR,,,
Schiffberg,06305,8421000,122,STR,,,
Schilfweg,06311,8421000,1355,STR,,,
Schillerstraße,06318,8421000,154,STR,m,,
Schillstraße,06331,8421000,381,STR,?,,
Schlatweg,06354,8421000,1344,STR,,,
Schlegelgasse,06357,8421000,21,STR,?,,
Schlehdornweg,06367,8421000,1175,STR,,,
Schlehenbühl,06370,8421000,552,STR,,,
Schleienweg,06380,8421000,1333,STR,,,
Schleifäcker,06387,8421000,1556,STR,,,
Schleifmühleweg,06396,8421000,898,STR,,,
Schleifweg,06400,8421000,1735,STR,,,
Schlesienweg,06409,8421000,539,STR,,,
Schlößlesgasse,06422,8421000,688,STR,,,
Schlossergasse,06435,8421000,692,STR,,,
Schloßstraße,06448,8421000,857,STR,,,
Schmahlweg,06461,8421000,448,STR,,,
Schmaler Weg,06474,8421000,558,STR,,,
Schmetterlingsgäßchen,06487,8421000,150,STR,,,
Schmiedackergasse,06500,8421000,622,STR,,,
Schmiedgasse,06513,8421000,355,STR,,,
Schmiedstraße,06522,8421000,1492,STR,,,
Schneckweg,06526,8421000,889,STR,,,
Schneeballweg,06535,8421000,1177,STR,,,
Schneewittchenweg,06539,8421000,579,STR,?,,
Schönenbergstraße,06550,8421000,1505,STR,,,
Schöner-Berg-Weg,06552,8421000,533,STR,,,
Schongauerweg,06558,8421000,786,STR,,,
Schubartstraße,06565,8421000,169,STR,,,
Schülinstraße,06578,8421000,211,STR,m,,
Schuhhausgasse,06591,8421000,22,STR,,,
Schultheißenstraße,06604,8421000,617,STR,,,
Schulweg,06607,8421000,1599,STR,,,
Schulze-Delitzsch-Weg,06615,8421000,928,STR,m,,
Schwabstraße,06617,8421000,183,STR,,,
Schwalbenweg,06630,8421000,647,STR,,,
Schwambergerstraße,06633,8421000,127,STR,,,
Schwarzenbergstraße,06636,8421000,119,STR,,,
Schweinmarkt,06643,8421000,30,STR,,,
Schwilmengasse,06656,8421000,41,STR,,,
Schwörhausgasse,06669,8421000,16,STR,,,
Scultetusweg,06673,8421000,825,STR,?,,
Sebaldweg,06675,8421000,1627,STR,,,
Sebastian-Fischer-Weg,06682,8421000,397,STR,m,,
Sebastian-Kneipp-Weg,06685,8421000,718,STR,m,,
Sedanstraße,06695,8421000,364,STR,,,
Sedelhofgasse,06708,8421000,54,STR,,,
Seelengraben,06721,8421000,106,STR,,,
Seflerweg,06747,8421000,813,STR,,,
Seidelbastweg,06750,8421000,1176,STR,,,
Seidlheck,06752,8421000,1557,STR,,,
Seilergasse,06760,8421000,702,STR,,,
Selbertstraße,06763,8421000,611,STR,w,"<strong>Elisabeth Selbert</strong>, 1896–1986, Politikerin und Juristin. Eine der „Mütter des Grundgesetzes“, der die Aufnahme der expliziten Gleichberechtigung von Mann und Frau mit zu verdanken ist.",https://de.wikipedia.org/wiki/Elisabeth_Selbert
Senderweg,06766,8421000,1432,STR,,,
Seutterweg,06773,8421000,415,STR,?,,
Seydlitzstraße,06786,8421000,375,STR,m,,
Siegwartstraße,06792,8421000,1393,STR,,,
Siemensstraße,06799,8421000,602,STR,m?,,
Silcherweg,06812,8421000,200,STR,,,
Silvanerweg,06818,8421000,557,STR,,,
Söflinger Straße,06825,8421000,346,STR,,,
Söflinger Weinberge,06828,8421000,708,STR,,,
Soldatenstraße,06838,8421000,360,STR,,,
Sommerhalde,06845,8421000,1234,STR,,,
Sonnenhalde,06851,8421000,330,STR,,,
Sonnenrain,06852,8421000,1336,STR,,,
Sonnenstraße,06864,8421000,806,STR,,,
Sonnenweg,06867,8421000,1572,STR,,,
Spatzengässle,06877,8421000,547,STR,,,
Spechtweg,06890,8421000,887,STR,,,
Speidelweg,06903,8421000,436,STR,,,
Spichernweg,06916,8421000,439,STR,,,
Spielmannsgasse,06929,8421000,389,STR,,,
Spitalweg,06935,8421000,1245,STR,,,
Sporerstraße,06942,8421000,860,STR,,,
Stachelbeerweg,06955,8421000,721,STR,,,
Stadionstraße,06968,8421000,233,STR,,,
Stäudlenweg,06975,8421000,519,STR,,,
Starengasse,06981,8421000,398,STR,,,
Staudingerstraße,06987,8421000,311,STR,,,
Staufenring,06994,8421000,216,STR,,,
Stauffenbergstraße,07007,8421000,263,STR,m,,
St.-Barbara-Straße,07009,8421000,409,STR,w,<strong>Heilige Barbara</strong> um 235 u.Z.,https://de.wikipedia.org/wiki/Barbara_von_Nikomedien
St.-Cyriak-Straße,07010,8421000,1052,STR,m,,
Steigackerstraße,07012,8421000,1238,STR,,,
Steighof,07014,8421000,1197,STR,,,
Steinäckerstraße,07017,8421000,1211,STR,,,
Steinbeisstraße,07020,8421000,603,STR,m,,
Steinbruchweg,07023,8421000,1567,STR,,,
Steinfeldstraße,07030,8421000,1084,STR,,,
Steingasse,07033,8421000,102,STR,,,
Steinhövelstraße,07046,8421000,246,STR,m,,
Stelzenäcker,07052,8421000,1664,STR,,,
Stephanstraße,07059,8421000,384,STR,m?,,
Stergweg,07072,8421000,959,STR,,,
Sterngasse,07085,8421000,70,STR,,,
Sterntalerweg,07090,8421000,805,STR,,,
Steubenweg,07098,8421000,411,STR,m,,
St.-Florian-Weg,07102,8421000,1021,STR,m,,
St.-Gallener-Straße,07106,8421000,961,STR,,,
Stiefenhoferweg,07111,8421000,894,STR,,,
Stifterweg,07124,8421000,562,STR,,,
St.-Jakob-Straße,07128,8421000,754,STR,m,,
St.-Johann-Straße,07129,8421000,1150,STR,m,,
St.-Leonhard-Straße,07130,8421000,798,STR,m,,
Stockachstraße,07132,8421000,1160,STR,,,
Stöcklenstraße,07134,8421000,1488,STR,,,
Störrengasse,07137,8421000,1691,STR,,,
Straßburgweg,07150,8421000,391,STR,,,
Straubstraße,07155,8421000,1490,STR,,,
Strölinweg,07163,8421000,418,STR,,,
Stuifenweg,07176,8421000,510,STR,,,
Stuttgarter Straße,07189,8421000,195,STR,,,
Sudetenweg,07198,8421000,537,STR,,,
Südblick,07202,8421000,199,STR,,,
Sulzbachweg,07215,8421000,571,STR,,,
Susoweg,07241,8421000,408,STR,?,,
Syrlinstraße,07267,8421000,138,STR,,,
Taläckerweg,07280,8421000,767,STR,,,
Talfinger Straße,07293,8421000,220,STR,,,
Talfinger Uferstraße,07306,8421000,239,STR,,,
Talstraße,07312,8421000,1607,STR,,,
Tannenäcker,07319,8421000,950,STR,,,
Tannenweg,07320,8421000,1637,STR,,,
Taubriedstraße,07321,8421000,1219,STR,,,
Theatergasse,07332,8421000,59,STR,,,
Theodor-Pfizer-Platz,07335,8421000,1754,STR,m,,
Thomas-Dehler-Weg,07340,8421000,502,STR,m,,
Thränstraße,07345,8421000,382,STR,m?,,
Thüringenweg,07358,8421000,535,STR,,,
Thymianweg,07360,8421000,1212,STR,,,
Tobelstraße,07364,8421000,1489,STR,?,,
Tobelweg,07366,8421000,1598,STR,,,
Tokajerweg,07369,8421000,826,STR,,,
Torstraße,07371,8421000,682,STR,,,
Traminerweg,07384,8421000,560,STR,,,
Traubengasse,07397,8421000,697,STR,,,
Trollingerweg,07410,8421000,561,STR,,,
Trommlergasse,07423,8421000,368,STR,,,
Trompetergasse,07436,8421000,372,STR,,,
Turritellenstraße,07442,8421000,1227,STR,,,
Turmgasse,07449,8421000,113,STR,,,
Uhlandstraße,07462,8421000,380,STR,?,,
Uhlandweg,07463,8421000,1466,STR,?,,
Uhrenmachergasse,07475,8421000,690,STR,,,
Ulanenweg,07488,8421000,390,STR,,,
Ulmergasse,07501,8421000,72,STR,,,
Ulmer Steige,07512,8421000,1569,STR,,,
Ulmer Straße,07514,8421000,896,STR,,,
Ulmer Weg,07519,8421000,1060,STR,,,
Ulrichstraße,07527,8421000,425,STR,,,
Unter den Apfelbäumen,07540,8421000,574,STR,,,
Unter der Metzig,07553,8421000,14,STR,,,
Unterer Brühl,07572,8421000,1371,STR,,,
Unterer Kuhberg,07579,8421000,432,STR,,,
Unterhaslach,07588,8421000,1475,STR,,,
Unterkirchberger Straße,07592,8421000,868,STR,,,
Unterweilerstraße,07605,8421000,910,STR,,,
Unterer Hasenkopfweg,07608,8421000,312,STR,,,
Urbanweg,07612,8421000,1786,STR,,,
Valckenburgufer,07618,8421000,128,STR,,,
Vaterunsergasse,07631,8421000,35,STR,,,
Veitsbrunnenweg,07644,8421000,189,STR,,,
Veltlinerweg,07648,8421000,824,STR,,,
Vestgasse,07657,8421000,39,STR,,,
Virchowstraße,07664,8421000,610,STR,?,,
Völklingenweg,07670,8421000,582,STR,,,
Vogelbergstraße,07679,8421000,1168,STR,,,
Voithstraße,07683,8421000,604,STR,,,
Von-Hünefeld-Weg,07688,8421000,1742,STR,?,,
Vor dem Gehrn,07692,8421000,1692,STR,,,
Vordere Feldstraße,07696,8421000,865,STR,,,
Wacholderbühl,07709,8421000,554,STR,,,
Wagnerstraße,07722,8421000,365,STR,m,,
Waidstraße,07735,8421000,781,STR,,,
Waldhornweg,07748,8421000,573,STR,,,
Waldstraße,07752,8421000,1229,STR,,,
Walfischgasse,07761,8421000,50,STR,,,
Wallerstraße,07778,8421000,1338,STR,,,
Walserweg,07787,8421000,814,STR,m,,
Wangener Straße,07792,8421000,963,STR,,,
Warndtstraße,07800,8421000,440,STR,,,
Wasenweg,07806,8421000,1154,STR,,,
Wasserburger Straße,07810,8421000,971,STR,,,
Webergasse,07813,8421000,80,STR,,,
Weckmannweg,07821,8421000,1102,STR,m,,
Weickmannstraße,07826,8421000,399,STR,m,,
Weidachweg,07828,8421000,833,STR,,,
Weidenweg,07830,8421000,1235,STR,,,
Weidlinshofer Sträßchen,07835,8421000,1782,STR,,,
Weidlinshofer Weg,07836,8421000,979,STR,,,
Weihgasse,07839,8421000,689,STR,,,
Weihungstraße,07852,8421000,879,STR,,,
Weinbergweg,07865,8421000,323,STR,,,
Weinhof,07878,8421000,17,STR,,,
Weinhofberg,07891,8421000,34,STR,,,
Weinsteige,07904,8421000,186,STR,,,
Weißdornweg,07910,8421000,1172,STR,,,
Weißenburgweg,07917,8421000,392,STR,,,
Welserweg,07930,8421000,414,STR,,,
Wendelinusweg,07935,8421000,1302,STR,m,,
Wengengasse,07943,8421000,49,STR,,,
Wengenholzweg,07947,8421000,1495,STR,,,
Werastraße,07956,8421000,194,STR,w,"<strong>Wera Konstantinowa Romanowna</strong>, 1854–1912, Großfürstin von Russland, Herzogin von Württemberg",https://de.wikipedia.org/wiki/Wera_Konstantinowna_Romanowa_(1854%E2%80%931912)
Werdenbergweg,07969,8421000,227,STR,,,
Wernauer Weg,07973,8421000,1146,STR,,,
Wertle,07976,8421000,1348,STR,,,
Westerlinger Straße,07982,8421000,396,STR,,,
Westplatz,08008,8421000,1693,STR,,,
Wettersteinweg,08021,8421000,198,STR,,,
Weyermannweg,08034,8421000,400,STR,m,,
Wiblinger Allee,08042,8421000,464,STR,,,
Wiblinger Ring,08043,8421000,924,STR,,,
Wichernstraße,08045,8421000,126,STR,m,,
Wiedemannweg,08047,8421000,883,STR,m,,
Wielandstraße,08060,8421000,218,STR,,,
Wiesental,08062,8421000,1282,STR,,,
Wiesentalweg,08064,8421000,1236,STR,,,
Wiesenweg,08065,8421000,1570,STR,,,
Wildstraße,08073,8421000,147,STR,,,
Wilhelmsburg,08099,8421000,1694,STR,,,
Wilhelmstraße,08112,8421000,188,STR,,,
Wilhelm-Geyer-Weg,08115,8421000,328,STR,m,,
Wilhelm-Leuschner-Straße,08118,8421000,522,STR,m,,
Wilhelm-Luib-Weg,08119,8421000,1737,STR,m,,
Wilhelm-Runge-Straße,08121,8421000,587,STR,m,,
Willy-Brandt-Platz,08122,8421000,1695,STR,m,,
Willi-Eckstein-Weg,08123,8421000,1801,STR,m,,
Winklerstraße,08125,8421000,223,STR,?,,
Wislinger Straße,08133,8421000,1061,STR,,,
Wörthstraße,08138,8421000,371,STR,m,,
Wolbachweg,08151,8421000,387,STR,,,
Wolfäckerweg,08156,8421000,968,STR,,,
Wolfgang-Paul-Straße,08157,8421000,1821,STR,m,,
Wollgrasweg,08159,8421000,1048,STR,,,
Wüstenroter Weg,08164,8421000,785,STR,,,
Yorckstraße,08177,8421000,356,STR,m,,
Zanderstraße,08179,8421000,1330,STR,,,
Zehntstadelweg,08186,8421000,1301,STR,,,
Zeitbeerenweg,08190,8421000,720,STR,,,
Zeitblomstraße,08203,8421000,133,STR,?,,
Zeppelinstraße,08216,8421000,172,STR,m,,
Zeughausgasse,08229,8421000,111,STR,,,
Ziegelgasse,08242,8421000,394,STR,,,
Ziegelhütte,08245,8421000,918,STR,,,
Ziegelländeweg,08255,8421000,152,STR,,,
Ziegelweiler,08265,8421000,1462,STR,,,
Zinglerstraße,08268,8421000,151,STR,,,
Zollernring,08281,8421000,500,STR,,,
Zum Brühl,08283,8421000,1752,STR,,,
Zum Dornhäule,08285,8421000,1020,STR,,,
Zwerggasse,08288,8421000,1366,STR,,,
Zwischen den Wegen,08294,8421000,653,STR,,,
Aispe,Y0001,8421000,1288,GEWANN,,,
Alter Ulmer Weg,Y0002,8421000,1353,GEWANN,,,
Altental,Y0003,8421000,1249,GEWANN,,,
Am breiten Weg,Y0004,8421000,1271,GEWANN,,,
An der Steig,Y0005,8421000,769,GEWANN,,,
Aufenthau,Y0006,8421000,1696,GEWANN,,,
Beckenholz,Y0007,8421000,1697,GEWANN,,,
Berghölzle,Y0008,8421000,1284,GEWANN,,,
Birkenreis,Y0009,8421000,1276,GEWANN,,,
Braige,Y0010,8421000,1237,GEWANN,,,
Brühl,Y0011,8421000,1042,GEWANN,,,
Buchhau,Y0012,8421000,1698,GEWANN,,,
Bühl,Y0013,8421000,994,GEWANN,,,
Bühlhau,Y0014,8421000,1259,GEWANN,,,
Dauser,Y0015,8421000,1274,GEWANN,,,
Deutschhau,Y0016,8421000,1268,GEWANN,,,
Dickinger Feld,Y0017,8421000,1070,GEWANN,,,
Dornäcker,Y0018,8421000,1253,GEWANN,,,
Geißberg,Y0019,8421000,1258,GEWANN,,,
Geißhalde,Y0020,8421000,1257,GEWANN,,,
Gemeindeholz,Y0021,8421000,1263,GEWANN,,,
Genterslau,Y0022,8421000,1273,GEWANN,,,
Grabenäcker,Y0023,8421000,1294,GEWANN,,,
Greut,Y0024,8421000,674,GEWANN,,,
Hagbrunnen,Y0025,8421000,672,GEWANN,,,
Hau,Y0026,8421000,1293,GEWANN,,,
Heide,Y0027,8421000,1280,GEWANN,,,
Heidehölzle,Y0028,8421000,1279,GEWANN,,,
Heideshalde,Y0029,8421000,1142,GEWANN,,,
Hinterm Bühl,Y0030,8421000,1198,GEWANN,,,
Hochgesträß,Y0031,8421000,670,GEWANN,,,
Hohe Wiese,Y0032,8421000,1252,GEWANN,,,
Holderäcker,Y0033,8421000,1289,GEWANN,,,
Holderwiese,Y0034,8421000,1287,GEWANN,,,
Ilpertshau,Y0035,8421000,1277,GEWANN,,,
In der Wanne,Y0036,8421000,845,GEWANN,,,
Kuttlersholz,Y0037,8421000,1272,GEWANN,,,
Laile,Y0038,8421000,1275,GEWANN,,,
Lange Wiese,Y0039,8421000,1292,GEWANN,,,
Lixäcker,Y0040,8421000,1246,GEWANN,,,
Mönchshalde,Y0041,8421000,1108,GEWANN,,,
Oberes Ried,Y0042,8421000,1141,GEWANN,,,
Öschle,Y0043,8421000,851,GEWANN,,,
Raite,Y0044,8421000,739,GEWANN,,,
Rechenmachershölzle,Y0045,8421000,1261,GEWANN,,,
Reute,Y0046,8421000,1095,GEWANN,,,
Reuteberg,Y0047,8421000,1230,GEWANN,,,
Ried,Y0048,8421000,1254,GEWANN,,,
Riedlen,Y0049,8421000,1009,GEWANN,,,
Schanzberghölzle,Y0050,8421000,1699,GEWANN,,,
Schäufelau,Y0051,8421000,1199,GEWANN,,,
Schelmengrube,Y0052,8421000,1248,GEWANN,,,
Scherershalde,Y0053,8421000,1269,GEWANN,,,
Schmidshölzle,Y0054,8421000,1262,GEWANN,,,
Singengrund,Y0055,8421000,1256,GEWANN,,,
Spitalwald,Y0056,8421000,1700,GEWANN,,,
Steinge,Y0057,8421000,668,GEWANN,,,
Steinriegel,Y0058,8421000,1291,GEWANN,,,
Stockert,Y0059,8421000,1255,GEWANN,,,
Streckhölzle,Y0060,8421000,1260,GEWANN,,,
Tälenwald,Y0061,8421000,1281,GEWANN,,,
Unteres Ried,Y0062,8421000,1267,GEWANN,,,
Wiesental,Y0063,8421000,792,GEWANN,,,
Zehn Jauchert,Y0064,8421000,1251,GEWANN,,,
Raiteweg,Y0065,8421000,1247,GEWANN,,,
Nach Markbronn,Y0066,8421000,1701,GEWANN,,,
Römerstraße,Y0067,8421000,1283,GEWANN,,,
Nach Ulm,Y0068,8421000,1250,GEWANN,,,
Nach Eggingen,Y0069,8421000,1265,GEWANN,,,
Nach Arnegg,Y0070,8421000,1069,GEWANN,,,
Nach Allewind,Y0071,8421000,1290,GEWANN,,,
Einsinger Weg,Y0072,8421000,1089,GEWANN,,,
Nach Grimmelfingen,Y0073,8421000,1285,GEWANN,,,
Nach Einsingen,Y0074,8421000,1092,GEWANN,,,
Aspenhäule,Y0075,8421000,1644,GEWANN,,,
Beim Bildsäule,Y0076,8421000,1652,GEWANN,,,
Bifang,Y0077,8421000,1617,GEWANN,,,
Breite,Y0078,8421000,799,GEWANN,,,
Brühläcker,Y0079,8421000,1615,GEWANN,,,
Brühlwiesen,Y0080,8421000,1614,GEWANN,,,
Brunnenghau,Y0081,8421000,1650,GEWANN,,,
Fischbach,Y0082,8421000,1655,GEWANN,,,
Fünfzehnpfennigholz,Y0083,8421000,1702,GEWANN,,,
Gipsäcker,Y0084,8421000,1631,GEWANN,,,
Gögglinger Wegäcker,Y0085,8421000,1635,GEWANN,,,
Hagenbreite,Y0086,8421000,1642,GEWANN,,,
Hartäcker,Y0087,8421000,1632,GEWANN,,,
Hiemerenwiesen,Y0088,8421000,1647,GEWANN,,,
Howiese,Y0089,8421000,1616,GEWANN,,,
Hungerbühläcker,Y0090,8421000,1322,GEWANN,,,
Jungmahd,Y0091,8421000,1643,GEWANN,,,
Lochäcker,Y0092,8421000,930,GEWANN,,,
Mittelacker,Y0093,8421000,1658,GEWANN,,,
Nach Fischbach,Y0094,8421000,1657,GEWANN,,,
Oberer Garten,Y0095,8421000,1703,GEWANN,,,
Randäcker,Y0096,8421000,1633,GEWANN,,,
Salen,Y0097,8421000,667,GEWANN,,,
Saun,Y0098,8421000,1649,GEWANN,,,
Schleifwegäcker,Y0099,8421000,1634,GEWANN,,,
Schlößlesgarten,Y0100,8421000,1621,GEWANN,,,
Steige,Y0101,8421000,1073,GEWANN,,,
Stellhau,Y0102,8421000,1704,GEWANN,,,
Unterer Garten,Y0103,8421000,1705,GEWANN,,,
Unterer Wieding,Y0104,8421000,1706,GEWANN,,,
Weiher,Y0105,8421000,1707,GEWANN,,,
Weiheräcker,Y0106,8421000,1648,GEWANN,,,
Wengenwiesen,Y0107,8421000,1653,GEWANN,,,
Wolfäcker,Y0108,8421000,1636,GEWANN,,,
Nach Donaustetten,Y0109,8421000,1630,GEWANN,,,
Nach Unterkirchberg,Y0110,8421000,1654,GEWANN,,,
Nach Altheim,Y0111,8421000,1645,GEWANN,,,
Nach Wiblingen,Y0112,8421000,1659,GEWANN,,,
Am Wiblinger Weg,Y0113,8421000,1708,GEWANN,,,
An der Dellmensinger Straße,Y0114,8421000,1001,GEWANN,,,
An der Donau,Y0115,8421000,986,GEWANN,,,
Auffahrtweide,Y0116,8421000,992,GEWANN,,,
Bei der großen Eiche,Y0117,8421000,1033,GEWANN,,,
Bei der Hasenlache,Y0118,8421000,1013,GEWANN,,,
Beim Brückle,Y0119,8421000,1007,GEWANN,,,
Beim grasigen Weg,Y0120,8421000,1016,GEWANN,,,
Beim Kraftwerk,Y0122,8421000,998,GEWANN,,,
Berg,Y0123,8421000,631,GEWANN,,,
Birklen,Y0124,8421000,995,GEWANN,,,
Brünnele,Y0125,8421000,1037,GEWANN,,,
Donau,Y0126,8421000,609,GEWANN,,,
Hinter der Donau,Y0127,8421000,1709,GEWANN,,,
Dornhäule,Y0128,8421000,1038,GEWANN,,,
Eichhau,Y0129,8421000,1026,GEWANN,,,
Eichholzteile,Y0130,8421000,1030,GEWANN,,,
Fuchslöcher,Y0131,8421000,1018,GEWANN,,,
Fuchswiesen,Y0132,8421000,1034,GEWANN,,,
Greutwiesen,Y0133,8421000,1005,GEWANN,,,
Götzenhalde,Y0134,8421000,988,GEWANN,,,
Kugelgäßle,Y0135,8421000,1710,GEWANN,,,
Haslach,Y0136,8421000,1012,GEWANN,,,
Haslachweg,Y0137,8421000,1019,GEWANN,,,
Haufenäcker,Y0138,8421000,1025,GEWANN,,,
Haustättlen,Y0139,8421000,1027,GEWANN,,,
Häule,Y0140,8421000,1029,GEWANN,,,
Hinter den Gärten,Y0141,8421000,629,GEWANN,,,
Hirschhalde,Y0142,8421000,985,GEWANN,,,
Humlanger Weg,Y0143,8421000,977,GEWANN,,,
Krautgartenweg,Y0145,8421000,1313,GEWANN,,,
Insel,Y0146,8421000,942,GEWANN,,,
Käppeles Feld,Y0147,8421000,1044,GEWANN,,,
Katzenreis,Y0148,8421000,1015,GEWANN,,,
Kurzes Feldle,Y0149,8421000,1040,GEWANN,,,
Langes Feldle,Y0150,8421000,1043,GEWANN,,,
Links der Donau,Y0151,8421000,984,GEWANN,,,
Missenhau,Y0152,8421000,1003,GEWANN,,,
Missenweiher,Y0153,8421000,997,GEWANN,,,
Missenweihergraben,Y0154,8421000,1036,GEWANN,,,
Mühlweg,Y0155,8421000,999,GEWANN,,,
Oberer Rübacker,Y0156,8421000,1711,GEWANN,,,
Osterbergholz,Y0157,8421000,1017,GEWANN,,,
Rechts der Donau,Y0158,8421000,433,GEWANN,,,
Riedlenäcker,Y0159,8421000,1010,GEWANN,,,
Riedstöcke,Y0160,8421000,1000,GEWANN,,,
Schafäcker,Y0161,8421000,1031,GEWANN,,,
Schellenbühl,Y0162,8421000,1035,GEWANN,,,
Schleifweg,Y0163,8421000,1004,GEWANN,,,
Siechenwiese,Y0164,8421000,1024,GEWANN,,,
Tanzau,Y0165,8421000,993,GEWANN,,,
Unterer Rübacker,Y0166,8421000,1041,GEWANN,,,
Wasenstich,Y0167,8421000,996,GEWANN,,,
Weidlinshofer Holz,Y0168,8421000,1032,GEWANN,,,
Weidlinshofer Sträßchen,Y0169,8421000,1039,GEWANN,,,
Wöher,Y0170,8421000,974,GEWANN,,,
Wuhrenäcker,Y0171,8421000,1002,GEWANN,,,
Kiesweg,Y0172,8421000,1008,GEWANN,,,
Zw. d. Wibl. u. Göggl. Weg,Y0173,8421000,1023,GEWANN,,,
Nach Erbach,Y0174,8421000,990,GEWANN,,,
Nach Stetten,Y0175,8421000,1712,GEWANN,,,
Nach Humlangen,Y0176,8421000,1028,GEWANN,,,
Ulm/Friedrichshafen,Y0177,8421000,899,GEWANN,,,
Kirchhalde,Y0178,8421000,1350,GEWANN,,,
Kirchenwinkel,Y0179,8421000,1352,GEWANN,,,
Lerchenweg,Y0180,8421000,1713,GEWANN,,,
Oberer Weg,Y0181,8421000,1325,GEWANN,,,
Oberer Lichsenweg,Y0182,8421000,1354,GEWANN,,,
Sommers Gäßle,Y0183,8421000,1714,GEWANN,,,
Unterer Lichsenweg,Y0184,8421000,1347,GEWANN,,,
Bruckäcker,Y0185,8421000,1311,GEWANN,,,
Krautgartenäcker,Y0186,8421000,1312,GEWANN,,,
Herrenwert,Y0187,8421000,1314,GEWANN,,,
Naßgeländ,Y0188,8421000,1315,GEWANN,,,
Am Kirchberger Weg,Y0189,8421000,1316,GEWANN,,,
Greut und Wolfäcker,Y0190,8421000,1317,GEWANN,,,
Gänslesbeundäcker,Y0191,8421000,1318,GEWANN,,,
Brandäcker,Y0192,8421000,1319,GEWANN,,,
Grund- und Fuchsäcker,Y0193,8421000,1320,GEWANN,,,
Körner- und Fuchsäcker,Y0194,8421000,1321,GEWANN,,,
Beim Haslachkreuz,Y0195,8421000,1323,GEWANN,,,
Am oberen Weg,Y0196,8421000,1324,GEWANN,,,
Schlatäcker,Y0197,8421000,1326,GEWANN,,,
Bergäcker,Y0198,8421000,1327,GEWANN,,,
