BEZEICHNUNG,STR_SCHL,GEMEINDE_KENNUNG,ID,KENNUNG,mw,benannt nach,URL
Blattegert,Y0441,8421000,1606,GEWANN,,,
In den Steingräben,Y0442,8421000,1608,GEWANN,,,
Augstlet,Y0443,8421000,1609,GEWANN,,,
Vorderes Augstlet,Y0444,8421000,1610,GEWANN,,,
Augstletweg,Y0445,8421000,1611,GEWANN,,,
Eselsberg,Y0446,8421000,314,GEWANN,,,
Eichhalde,Y0447,8421000,1571,GEWANN,,,
Kirchenweg,Y0448,8421000,1722,GEWANN,,,
Mittelfeld,Y0449,8421000,1576,GEWANN,,,
Kümmerlesäcker,Y0450,8421000,1612,GEWANN,,,
Nach Bollingen,Y0451,8421000,1586,GEWANN,,,
Rappenbad,Y0452,8421000,1604,GEWANN,,,
Dürre Wiesen,Y0453,8421000,1566,GEWANN,,,
Bäumlesäcker,Y0454,8421000,1575,GEWANN,,,
Weidacher Steige,Y0455,8421000,1577,GEWANN,,,
Nach Blaustein,Y0456,8421000,1579,GEWANN,,,
Sandgrube,Y0457,8421000,1580,GEWANN,,,
Scheiterbäumle,Y0458,8421000,1581,GEWANN,,,
Herrlinger Weg,Y0459,8421000,1583,GEWANN,,,
Zaunholzäcker,Y0460,8421000,1584,GEWANN,,,
Zaunhalde,Y0461,8421000,1585,GEWANN,,,
Bartleshalde,Y0462,8421000,1587,GEWANN,,,
Häldele,Y0463,8421000,1589,GEWANN,,,
Pfahläcker,Y0464,8421000,1591,GEWANN,,,
Kreuzsteig,Y0465,8421000,1592,GEWANN,,,
Hinter der Kirche,Y0466,8421000,1593,GEWANN,,,
Lämmerberg,Y0467,8421000,1601,GEWANN,,,
Obere Wiesen,Y0468,8421000,661,GEWANN,,,
Straßenäcker,Y0469,8421000,658,GEWANN,,,
Aspen,Y0470,8421000,662,GEWANN,,,
Schmaler Steig,Y0471,8421000,663,GEWANN,,,
Buchenläuble,Y0472,8421000,664,GEWANN,,,
Schmiedäcker,Y0473,8421000,665,GEWANN,,,
Bohntal,Y0474,8421000,666,GEWANN,,,
Steinbruch,Y0475,8421000,671,GEWANN,,,
Hinter dem Berg,Y0476,8421000,632,GEWANN,,,
Schneideräcker,Y0477,8421000,633,GEWANN,,,
Auf dem Berg,Y0478,8421000,634,GEWANN,,,
Hirtenäcker,Y0479,8421000,635,GEWANN,,,
Laug,Y0480,8421000,638,GEWANN,,,
Wässerle,Y0481,8421000,639,GEWANN,,,
Morgenlauh,Y0482,8421000,640,GEWANN,,,
Weglanger,Y0483,8421000,643,GEWANN,,,
Bei der Linde,Y0484,8421000,644,GEWANN,,,
Hinter dem Erle,Y0485,8421000,646,GEWANN,,,
Grund,Y0486,8421000,648,GEWANN,,,
Lindenhöhe,Y0487,8421000,649,GEWANN,,,
Tiefer Brunnen,Y0488,8421000,651,GEWANN,,,
Donautal,Y0489,8421000,462,GEWANN,,,
Bei der Laug,Y0490,8421000,654,GEWANN,,,
Obere Reute,Y0491,8421000,657,GEWANN,,,
Untere Reute,Y0492,8421000,659,GEWANN,,,
Untere Säun,Y0493,8421000,660,GEWANN,,,
Benderhof,Y0494,8421000,6,GEWANN,,,
Stadtmauer,Y0495,8421000,11,GEWANN,,,
Donauschwabenufer,Y0496,8421000,15,GEWANN,,,
Kleine Blau,Y0497,8421000,26,GEWANN,,,
Stubengasse,Y0498,8421000,28,GEWANN,,,
Große Blau,Y0499,8421000,33,GEWANN,,,
Hahnenwinkel,Y0500,8421000,110,GEWANN,,,
Kobelgraben,Y0501,8421000,120,GEWANN,,,
Wilhelmshöhe,Y0502,8421000,149,GEWANN,,,
Schneckenplätzle,Y0503,8421000,177,GEWANN,,,
Schillerhöhe,Y0504,8421000,184,GEWANN,,,
Schulerplätzle,Y0505,8421000,1723,GEWANN,,,
Alter Friedhof,Y0506,8421000,212,GEWANN,,,
Blaukanal,Y0507,8421000,222,GEWANN,,,
Untere Bleiche,Y0508,8421000,226,GEWANN,,,
Stockmahd,Y0509,8421000,236,GEWANN,,,
Brenzbahn,Y0510,8421000,244,GEWANN,,,
Örlinger Tal,Y0511,8421000,248,GEWANN,,,
Eichenplatz,Y0512,8421000,252,GEWANN,,,
Söflinger Ring,Y0513,8421000,1724,GEWANN,,,
Kesselbronner Weg,Y0514,8421000,1725,GEWANN,,,
Unteres Braunland,Y0515,8421000,260,GEWANN,,,
Vorderer Hafenberg,Y0516,8421000,268,GEWANN,,,
Hasenberg,Y0517,8421000,1726,GEWANN,,,
Schloßäcker,Y0518,8421000,269,GEWANN,,,
Hinterer Ösch,Y0519,8421000,273,GEWANN,,,
Spitalholz,Y0520,8421000,275,GEWANN,,,
Schildwache,Y0521,8421000,276,GEWANN,,,
Örlinger Holz,Y0522,8421000,277,GEWANN,,,
Wannenäcker,Y0523,8421000,279,GEWANN,,,
Öschaienwiese,Y0524,8421000,280,GEWANN,,,
Am grünen Graben,Y0525,8421000,281,GEWANN,,,
Beim Buchbrunnen,Y0526,8421000,283,GEWANN,,,
Ruhetalberg,Y0527,8421000,292,GEWANN,,,
Hafenweg,Y0528,8421000,305,GEWANN,,,
Hasenkopf,Y0529,8421000,306,GEWANN,,,
Oberer Berg,Y0530,8421000,316,GEWANN,,,
Wanne,Y0531,8421000,317,GEWANN,,,
Pfaffenhau,Y0532,8421000,1727,GEWANN,,,
Schwarze Äcker,Y0533,8421000,319,GEWANN,,,
Winterhalde,Y0534,8421000,322,GEWANN,,,
Baumgärten,Y0535,8421000,321,GEWANN,,,
Breiter Weg,Y0536,8421000,333,GEWANN,,,
Unter dem Hetzenbäumle,Y0537,8421000,335,GEWANN,,,
Blau,Y0538,8421000,343,GEWANN,,,
An der Ziegellände,Y0539,8421000,429,GEWANN,,,
Am Galgenberg,Y0540,8421000,430,GEWANN,,,
Au,Y0541,8421000,434,GEWANN,,,
Oberer Wasserfall,Y0542,8421000,435,GEWANN,,,
Grimmelfinger Wegle,Y0543,8421000,449,GEWANN,,,
Beim Gähen Stich,Y0544,8421000,458,GEWANN,,,
Hohen Rain,Y0545,8421000,459,GEWANN,,,
Bei der Barbaralinde,Y0546,8421000,460,GEWANN,,,
Wartwiese,Y0547,8421000,463,GEWANN,,,
Galgenwert,Y0548,8421000,469,GEWANN,,,
Linkes Donauufer,Y0549,8421000,471,GEWANN,,,
Jungfraustück,Y0550,8421000,472,GEWANN,,,
Nonnenmähder,Y0551,8421000,473,GEWANN,,,
Rechtes Donauufer,Y0552,8421000,474,GEWANN,,,
Fischerhausen,Y0553,8421000,475,GEWANN,,,
Untere Farren,Y0554,8421000,489,GEWANN,,,
Lakaienwäldle,Y0555,8421000,490,GEWANN,,,
Beim Schloßgarten,Y0556,8421000,491,GEWANN,,,
Gemeinde Egerten,Y0557,8421000,495,GEWANN,,,
Hirtenwiesle,Y0558,8421000,511,GEWANN,,,
Buchbrunnen,Y0559,8421000,284,GEWANN,,,
An der Halde,Y0560,8421000,289,GEWANN,,,
Hans-Reyhing-Weg,Y0561,8421000,461,GEWANN,,,
Alfred-Delp-Weg,Y0562,8421000,488,GEWANN,,,
Haldenwiese,Y0563,8421000,497,GEWANN,,,
Ehinger Anlagen,Y0564,8421000,518,GEWANN,,,
Hauptbahnhof Süd,Y0565,8421000,526,GEWANN,,,
Ostbahnhof,Y0566,8421000,531,GEWANN,,,
Beim Totenweg,Y0567,8421000,737,GEWANN,,,
Dreierberg,Y0568,8421000,738,GEWANN,,,
Buchbrunnenhalde,Y0569,8421000,740,GEWANN,,,
Schanzgrubenhau,Y0570,8421000,741,GEWANN,,,
Roter Berg,Y0571,8421000,742,GEWANN,,,
Krautgartenbläule,Y0572,8421000,744,GEWANN,,,
Zäunewiesen,Y0573,8421000,745,GEWANN,,,
Johannesäcker,Y0574,8421000,749,GEWANN,,,
Beim Blauweg,Y0575,8421000,756,GEWANN,,,
Gratwohl,Y0576,8421000,761,GEWANN,,,
Roter Bach,Y0577,8421000,768,GEWANN,,,
Hasenkopfgärten,Y0578,8421000,713,GEWANN,,,
Im Schmalen Wegle,Y0579,8421000,1728,GEWANN,,,
Steig,Y0580,8421000,772,GEWANN,,,
Taläcker,Y0581,8421000,773,GEWANN,,,
Pfaffenkau,Y0582,8421000,731,GEWANN,,,
Kohlplatte,Y0583,8421000,775,GEWANN,,,
Westtangente,Y0584,8421000,320,GEWANN,,,
Neue Riedteile,Y0585,8421000,734,GEWANN,,,
Haldenberg,Y0586,8421000,735,GEWANN,,,
Insel in der Blau,Y0587,8421000,736,GEWANN,,,
Lange Weidach,Y0588,8421000,795,GEWANN,,,
Schwarzer Graben,Y0589,8421000,596,GEWANN,,,
Grenzgraben,Y0590,8421000,599,GEWANN,,,
Äußere Lichse,Y0591,8421000,600,GEWANN,,,
Mittlere Lichse,Y0592,8421000,601,GEWANN,,,
Untere Lichse,Y0593,8421000,605,GEWANN,,,
Sandhaken,Y0594,8421000,606,GEWANN,,,
Lichternsee,Y0595,8421000,608,GEWANN,,,
Bläule,Y0596,8421000,1729,GEWANN,,,
Im Erle,Y0597,8421000,705,GEWANN,,,
Auf dem Plapper,Y0598,8421000,722,GEWANN,,,
Schiessige Furch,Y0599,8421000,729,GEWANN,,,
Häringsäcker,Y0600,8421000,732,GEWANN,,,
Am Binzelfinger Wald,Y0601,8421000,770,GEWANN,,,
Binzelfinger,Y0602,8421000,771,GEWANN,,,
Am Kugelberg,Y0603,8421000,774,GEWANN,,,
Auf der Laue,Y0604,8421000,777,GEWANN,,,
Gleißelstetten,Y0605,8421000,790,GEWANN,,,
Maienwäldle,Y0606,8421000,791,GEWANN,,,
Butzental,Y0607,8421000,793,GEWANN,,,
Oberer Kuhberg,Y0608,8421000,796,GEWANN,,,
Kauteräcker,Y0609,8421000,803,GEWANN,,,
Alte Riedteile,Y0610,8421000,818,GEWANN,,,
Ring,Y0611,8421000,820,GEWANN,,,
Römerhöfe,Y0612,8421000,816,GEWANN,,,
Dreißig Jauchert,Y0613,8421000,840,GEWANN,,,
Im Ort,Y0614,8421000,1730,GEWANN,,,
Große Steigenen,Y0615,8421000,841,GEWANN,,,
Oberes Butzental,Y0616,8421000,842,GEWANN,,,
Johannes-Hafner-Weg,Y0617,8421000,843,GEWANN,,,
Unteres Butzental,Y0618,8421000,846,GEWANN,,,
Hofäcker,Y0619,8421000,847,GEWANN,,,
Laueräcker,Y0620,8421000,848,GEWANN,,,
Lauerheckenweg,Y0621,8421000,849,GEWANN,,,
Eichenäcker,Y0622,8421000,850,GEWANN,,,
Maiäcker,Y0623,8421000,852,GEWANN,,,
Nach Söflingen,Y0624,8421000,853,GEWANN,,,
Kleine Steigenen,Y0625,8421000,854,GEWANN,,,
Baurenhölzer,Y0626,8421000,855,GEWANN,,,
Loch,Y0627,8421000,856,GEWANN,,,
Fischerhalde,Y0628,8421000,871,GEWANN,,,
Grischelers Weiher,Y0629,8421000,872,GEWANN,,,
Großer Weiher,Y0630,8421000,873,GEWANN,,,
Beim Einsiedlerkapelle,Y0631,8421000,874,GEWANN,,,
Moosäcker,Y0632,8421000,875,GEWANN,,,
Iller,Y0633,8421000,476,GEWANN,,,
Pfingstengriess,Y0634,8421000,878,GEWANN,,,
Galgenfeld,Y0635,8421000,929,GEWANN,,,
Unteres Fischerhauser Feld,Y0636,8421000,881,GEWANN,,,
Mühlgarten,Y0637,8421000,882,GEWANN,,,
Weihung,Y0638,8421000,886,GEWANN,,,
Ostermahd,Y0639,8421000,897,GEWANN,,,
Schleifmühle,Y0640,8421000,900,GEWANN,,,
Sägefeld,Y0641,8421000,901,GEWANN,,,
Fahrtäcker,Y0642,8421000,902,GEWANN,,,
Zw.d. Unterw. und Unterkb. Weg,Y0643,8421000,909,GEWANN,,,
Unterer Hartweg,Y0644,8421000,912,GEWANN,,,
Mittlerer Hartweg,Y0645,8421000,913,GEWANN,,,
Oberer Hartweg,Y0646,8421000,914,GEWANN,,,
Hartweg,Y0647,8421000,915,GEWANN,,,
Fischbachweg,Y0648,8421000,916,GEWANN,,,
Ziegelstadel,Y0649,8421000,917,GEWANN,,,
Wiblinger Hart,Y0650,8421000,919,GEWANN,,,
Gögglinger Wald,Y0651,8421000,920,GEWANN,,,
Im Trieb,Y0652,8421000,923,GEWANN,,,
Erenlauh,Y0653,8421000,925,GEWANN,,,
Jungfraumähder,Y0654,8421000,932,GEWANN,,,
Inselweg,Y0655,8421000,933,GEWANN,,,
Nach Friedrichshafen,Y0656,8421000,934,GEWANN,,,
Rotwandacker,Y0657,8421000,938,GEWANN,,,
An der roten Wand,Y0658,8421000,939,GEWANN,,,
Reutimahd,Y0659,8421000,940,GEWANN,,,
Großer Krautgarten,Y0660,8421000,941,GEWANN,,,
Gronauwiesen,Y0661,8421000,943,GEWANN,,,
Gronnenrain,Y0662,8421000,944,GEWANN,,,
Gronaurain,Y0663,8421000,945,GEWANN,,,
Im Wörth,Y0664,8421000,946,GEWANN,,,
Tannenplatz-Mitte,Y0665,8421000,947,GEWANN,,,
Oberer Ösch,Y0666,8421000,1731,GEWANN,,,
Äbtissin-Rampf-Weg,Y0667,8421000,1732,GEWANN,w,"<strong>Euphrosina Rampf</strong>, 1648–1718, Äbtissin des Clarissenkloster Wiblingen",
Hafenberg,Y0668,8421000,543,GEWANN,,,
Böfinger Halde,Y0669,8421000,1763,GEWANN,,,
Erminger Weg,Y0670,8421000,1764,GEWANN,,,
Haldenweg,Y0671,8421000,1765,GEWANN,,,
Kalköfele,Y0672,8421000,1766,GEWANN,,,
Ristberg,Y0673,8421000,1767,GEWANN,,,
Zwischen den Wegen,Y0674,8421000,1773,GEWANN,,,
Unterer Kuhberg,Y0675,8421000,1774,GEWANN,,,
Egginger Weg,Y0676,8421000,1775,GEWANN,,,
Heuweg,Y0677,8421000,1776,GEWANN,,,
Dornstadter Weg,Y0678,8421000,1777,GEWANN,,,
Beim Steinbruch,Y0679,8421000,1778,GEWANN,,,
Am Weinweg,Y0680,8421000,1800,GEWANN,,,
Südlicher Entwässerungsgraben,Y0681,8421000,1810,GEWANN,,,